LeiOfEntityWhichSubmittedTheOrder,DirectElectronicAccess,ClientIdentificationCode,InvestmentDecisionWithinFirm,ExecutionWithinFirm,NonExecutingBroker,TradingCapacity,LiquidityProvisionActivity,DateAndTime,ValidityPeriod,OrderRestriction,ValidityPeriodDateAndTime,MicCode,FinancialInstrumentsIdentificationCode,DateOfReceipt,OrderIdentificationCode,Lifecycle,OrderType,OrderTypeClassification,LimitPrice,AdditionalLimitPrice,StopPrice,PeggedLimitPrice,PriceCurrency,CurrencyOfLeg2,PriceNotation,BuySellIndicator,OrderStatus,QuantityNotation,QuantityCurrency,InitialQuantity,RemainingQuantityIncludingHidden,DisplayedQuantity,TradedQuantity,MinimumAcceptableQuantity,MinimumExecutableSize,MesFirstExecutionOnly,PassiveOnlyIndicator,SelfExecutionPrevention,StrategyLinkedOrder,RoutingStrategy,InstrumentFullName,UnderlyingInstrumentCode,InstrumentClassification,SRDTaxonomy,SequenceNumber,PassiveOrAggressiveIndicator,PriorityTimeStamp,OrderBookCode,TradingPhases,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:52:31.592196Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013410552,2020-10-28,10059438,CHME,Limit,LMTO,111.53,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei29(MAR),,DNFTFN,FixedIncome:Bond:Sovereign,202,,2020-10-28T12:52:31.592100Z,120TSGB5208569b3562,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T11:32:33.460898Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,1011AEMCBOSELL,FILL,Limit,LMTO,6.71628,,,,USD,,MONE,SELL,,MONE,USD,50000000,0,0,50000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,236,,,VEZZ9VBT2DP24,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T08:32:07.579930Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,IT0005004426,2020-10-28,10055676,CAMO,Limit,LMTO,110.74,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,BTPei24,,DBVUFB,FixedIncome:Bond:Sovereign,50,,2020-10-28T08:27:11.467768Z,120TSGBba703d2fa233,Continuous Volume Matching,
,false,,UT0S72,UT0S72,,DEAL,false,2020-10-28T13:20:42.359615Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ5D4TVXX3C2,2020-10-28,1011ARWCBOBUY,FILL,Limit,LMTO,1.3288,,,,CAD,,MONE,BUYI,,MONE,CAD,108637094,0,0,108637094,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,3,,,VEZ5D4TVXX3C2,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T08:20:59.035455Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1787278008,2020-10-28,47651063,REME,Limit,LMTO,38,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,ACAFP FRN 03/06/23,,DTVUFB,FixedIncome:Bond:Corporate,70,,2020-10-28T08:20:59.035363Z,99IOFI-9263072bf8eb,Central Limit Order Book,
,false,,100220,100220,,DEAL,false,2020-10-28T13:16:02.999Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZNVV80MFCG4,2020-10-28,1011AR33BOSELL,NEWO,Limit,LMTO,0.7425,,,,,,PERC,SELL,ACTI,MONE,CAD,100000000,100000000,100000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,2,,,VEZNVV80MFCG4,,
,false,,,,,DEAL,false,2020-10-28T08:34:05.173206Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZB311KJFQ71,2020-10-28,1015H6X1BOBUY,NEWO,Limit,LMTO,1.360801,,,,SGD,,MONE,BUYI,ACTI,MONE,SGD,150000000,150000000,150000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,21,,,VEZB311KJFQ71,,
,false,,,,,DEAL,false,2020-10-28T07:20:56.226854Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ70FNTL5BS3,2020-10-28,102MMSV5BOBUY,FILL,Limit,LMTO,0.671403,,,,NZD,,MONE,BUYI,,MONE,NZD,263000000,0,0,263000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,91,,,VEZ70FNTL5BS3,,
,false,,100044,100044,,DEAL,false,2020-10-28T10:01:07.548934Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZH5TB8TLWF9,2020-10-28,102MO0L8BOSELL,NEWO,Limit,LMTO,-0.473,,,,,,PERC,SELL,ACTI,MONE,EUR,500000000,500000000,500000000,0,,,,,true,,,,,SRHCSP,InterestRate:IRSwap:FixedFloat:OIS,2,,,VEZH5TB8TLWF9,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:49.024100Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1586146851,2020-10-28,47611112,CHME,Limit,LMTO,34,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,SOCGEN FRN 04/01/22,,DTVUFB,FixedIncome:Bond:Corporate,31,,2020-10-28T07:29:49.024023Z,99IOFI-a0b9a2f73053,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T16:56:42.366899Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVWLHV3Y158,2020-10-28,1011BALCBOSELL,FILL,Limit,LMTO,21.1883,,,,MXN,,MONE,SELL,,MONE,MXN,660000000,0,0,660000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,324,,,VEZVWLHV3Y158,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:56:24.284304Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013410552,2020-10-28,10059438,CAMO,Limit,LMTO,111.53,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,OATei29(MAR),,DNFTFN,FixedIncome:Bond:Sovereign,207,,2020-10-28T12:52:31.592100Z,120TSGB5208569b3562,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.345481Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1756434194,2020-10-28,47605835,CHME,Limit,LMTO,41,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 01/19/23,,DTVUFB,FixedIncome:Bond:Corporate,21,,2020-10-28T07:29:55.345421Z,99IOFI-adcb95ebb174,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.98Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000125486,2020-10-28,KAS2mH50053801BOSELL,FILL,Limit,LMTO,67.5,,,,EUR,,MONE,SELL,,UNIT,EUR,272879,0,0,272879,,,,,true,,,DGFPXXXX_CASHCROSS_J3L1wCAP003c01,,ESXXXN,Equity:CashEquity,3346,,,VFR0000125486,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:50:24.821669Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0011982776,2020-10-28,10059416,NEWO,Limit,LMTO,119.74,,,,,,BAPO,SELL,ACTI,MONE,EUR,20000000,20000000,20000000,0,,5000000,true,false,true,,,OATei30,,DNFTFN,FixedIncome:Bond:Sovereign,200,,2020-10-28T12:50:24.819981Z,120TSGBb6cb40097f94,Continuous Volume Matching,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.978Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,NL0000235190,2020-10-28,KAS2mH4i073801BOSELL,NEWO,Limit,LMTO,62.01,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,126697,126697,126697,0,,,,,true,,,AIRFPXXX_CASHCROSS_J3L1vtbz003c01,,ESVUFN,Equity:CashEquity,4609,,,VNL0000235190,,
,false,,UT2A00,UT2A00,,DEAL,false,2020-10-28T13:51:57.003089Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,102MP3Y5BOSELL,FILL,Limit,LMTO,6.73,,,,CNY,,MONE,SELL,,MONE,CNY,140000000,0,0,140000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,312,,,VEZ1C18HN8KB4,,
,false,,,,,DEAL,false,2020-10-28T12:31:30.143628Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MOPM6BOSELL,NEWO,Limit,LMTO,17.6,,,,,,PERC,SELL,ACTI,MONE,EUR,75300000,75300000,75300000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,126,,,VEZ0D90V21LJ4,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:56:24.103134Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0011008705,2020-10-28,10059434,CAMO,Limit,LMTO,122.13,,,,,,BAPO,SELL,,MONE,EUR,20000000,0,0,0,,5000000,true,false,true,,,OATei27,,DNFTFN,FixedIncome:Bond:Sovereign,162,,2020-10-28T12:50:28.665047Z,120TSGBf12dd76b8fca,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T10:30:30.252269Z,IOCV,VFCR,,XOFF,DE0001102515,2020-10-28,2020102803020000000000001988997P_2,NEWO,Limit,LMTO,106.9519,,,,,,PERC,SELL,ACTI,MONE,EUR,30000000,30000000,30000000,0,,0,true,false,true,,,DBR 0.00 15/05/35,,DBFTFB,FixedIncome:Bond:Sovereign,29,,2020-10-28T10:30:30.252269Z,VXOFFa-a0825b5d89f7,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:39:17.646234Z,IOCV,VFCR,,XOFF,EZ91WZD7WC90,2020-10-28,2020102801000000000000007754669F_1,NEWO,Limit,LMTO,104.16,,,,,,BAPO,BUYI,ACTI,MONE,JPY,25000000000,25000000000,25000000000,0,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,65,,2020-10-28T07:39:17.646234Z,VXOFFf-8c5cd24d555b,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T08:32:07.006242Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ2VB8L9GZ14,2020-10-28,102MNCE8BOSELL,NEWO,Limit,LMTO,0.21,,,,,,PERC,SELL,ACTI,MONE,USD,98930000,98930000,98930000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,2,,,VEZ2VB8L9GZ14,,
,false,,,,,DEAL,false,2020-10-28T08:38:42.869806Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ7VQR2BWWL7,2020-10-28,1015H711BOSELL,FILL,Limit,LMTO,1.2999,,,,GBP,,MONE,SELL,,MONE,GBP,80000000,0,0,80000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,144,,,VEZ7VQR2BWWL7,,
,false,,,,,DEAL,false,2020-10-28T13:49:15.801878Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MP2U6BOSELL,NEWO,Limit,LMTO,-0.28145,,,,,,PERC,SELL,ACTI,MONE,EUR,50000000,50000000,50000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,162,,,VEZ0D90V21LJ4,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:39:17.646234Z,IOCV,VFCR,,XOFF,EZ4PGKFJW5F3,2020-10-28,2020102801000000000000007754669N_2,NEWO,Limit,LMTO,104.16105,,,,,,BAPO,SELL,ACTI,MONE,JPY,25000000000,25000000000,25000000000,0,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,136,,2020-10-28T07:39:17.646234Z,VXOFFd-c9f0c1105d57,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:56:24.139021Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0011982776,2020-10-28,10059416,CAMO,Limit,LMTO,119.74,,,,,,BAPO,SELL,,MONE,EUR,20000000,0,0,0,,5000000,true,false,true,,,OATei30,,DNFTFN,FixedIncome:Bond:Sovereign,209,,2020-10-28T12:50:24.819981Z,120TSGBb6cb40097f94,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T00:52:30.916773Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015G821BOSELL,NEWO,Limit,LMTO,6.721,,,,CNY,,MONE,SELL,ACTI,MONE,CNY,1000000000,1000000000,1000000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,302,,,VEZ1C18HN8KB4,,
,false,,,,,DEAL,false,2020-10-28T06:29:31.575373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015H01ABOBUY,FILL,Limit,LMTO,6.71025,,,,CNY,,MONE,BUYI,,MONE,CNY,500000000,0,0,500000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,447,,,VEZ1C18HN8KB4,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:53:37.911185Z,IOCV,VFCR,,XOFF,EZ4PGKFJW5F3,2020-10-28,2020102801000000000000007754710N_2,NEWO,Limit,LMTO,104.201,,,,,,BAPO,SELL,ACTI,MONE,JPY,37000000000,37000000000,37000000000,0,,0,true,false,true,,,FWD.JPY.USD.1D,,JFTXFP,ForeignExchange:Forward,140,,2020-10-28T07:53:37.911185Z,VXOFFd-c9f0c1105d57,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T09:08:41.506047Z,IOCV,VFCR,,XOFF,EZFFSCG6WGD4,2020-10-28,2020102801000000000000007754921N_2,FILL,Limit,LMTO,1.1762,,,,,,BAPO,SELL,,MONE,EUR,221000000,0,0,221000000,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,323,PASV,2020-10-28T09:08:41.506047Z,VXOFF7-eba9953c6004,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T08:34:42.569525Z,IOCV,VFCR,,XOFF,EZ8KS29WTX26,2020-10-28,2020102801000000000000007754825F_1,NEWO,Limit,LMTO,1.175423,,,,,,BAPO,BUYI,ACTI,MONE,EUR,89000000,89000000,89000000,0,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,184,,2020-10-28T08:34:42.569525Z,VXOFF7-bf18e6cbc586,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T14:18:51.651205Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3N903ZMJW5,2020-10-28,102MP8B8BOSELL,FILL,Limit,LMTO,1,,,,,,PERC,SELL,,MONE,EUR,115000000,0,0,115000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,4,,,VEZ3N903ZMJW5,,
,false,,,,,DEAL,false,2020-10-28T00:52:30.916773Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,1015G82ABOBUY,NEWO,Limit,LMTO,6.7214,,,,CNY,,MONE,BUYI,ACTI,MONE,CNY,1000000000,1000000000,1000000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,9,,,VEZZ9VBT2DP24,,
,false,,,,,DEAL,false,2020-10-28T03:19:38.926573Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGD8FW1B560,2020-10-28,1015GQN1BOBUY,FILL,Limit,LMTO,6.7082,,,,USD,,MONE,BUYI,,MONE,USD,20000000,0,0,20000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,283,,,VEZGD8FW1B560,,
1VUV7VQFKUOQSJ21A208,false,121593,,,,DEAL,,2020-10-28T11:52:35.596089Z,IOCV,VFCR,,XOFF,EZ1TWTSLFFG1,2020-10-28,2020102801000000000000007755211N_2,FILL,Limit,LMTO,1.1734,,,,,,BAPO,SELL,,MONE,EUR,500000000,0,0,500000000,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,80,PASV,2020-10-28T11:52:35.596089Z,VXOFF4-70ee7ee89040,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T09:30:05.194691Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MNUG7BOSELL,FILL,Limit,LMTO,24.3,,,,,,PERC,SELL,,MONE,EUR,50300000,0,0,50300000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,36,,,VEZ0D90V21LJ4,,
,false,,,,,DEAL,false,2020-10-28T11:39:11.478455Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1011AER3BOSELL,FILL,Limit,LMTO,6.716,,,,CNY,,MONE,SELL,,MONE,CNY,25000000,0,0,25000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,292,,,VEZ1C18HN8KB4,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.382188Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1626933102,2020-10-28,47605850,CHME,Limit,LMTO,56,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 06/07/24,,DTVUFB,FixedIncome:Bond:Corporate,29,,2020-10-28T07:29:55.382134Z,99IOFI-88865bb061ad,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T14:18:53.084189Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZL59VHWFP24,2020-10-28,102MP8J8BOBUY,FILL,Limit,LMTO,1,,,,,,PERC,BUYI,,MONE,EUR,85000000,0,0,85000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,23,,,VEZL59VHWFP24,,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T09:32:59.005351Z,IOCV,VFCR,,XOFF,EZ68VX9QNV31,2020-10-28,20201028045000000000000001726908_1,NEWO,Limit,LMTO,0.8025,,,,USD,,MONE,BUYI,ACTI,MONE,USD,20000000,20000000,20000000,0,,0,true,false,true,,,USD/TRY.12D.PUT,,HFTAVP,ForeignExchange:VanillaOption,5,,2020-10-28T09:32:59.005351Z,VXOFFe-48a1650c38ae,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:50:32.970799Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013410552,2020-10-28,10059438,NEWO,Limit,LMTO,111.53,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei29(MAR),,DNFTFN,FixedIncome:Bond:Sovereign,196,,2020-10-28T12:50:32.970730Z,120TSGB5208569b3562,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T16:56:42.366899Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ68FZG28GD4,2020-10-28,1011BAL3BOBUY,FILL,Limit,LMTO,21.186,,,,MXN,,MONE,BUYI,,MONE,MXN,660000000,0,0,660000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,479,,,VEZ68FZG28GD4,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T15:15:43.004607Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1823532996,2020-10-28,47651071,CHME,Limit,LMTO,36,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 05/22/23,,DTVUFB,FixedIncome:Bond:Corporate,24,,2020-10-28T15:15:43.004547Z,99IOFI-bdaf8f3c77af,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:17.758777Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628921,CHME,Limit,LMTO,74,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"BAC 0.75 7/23,DBR 1.5 05/23 (ICAP)",,,Strategy,5,,2020-10-28T07:31:17.758702Z,99IOFI-168d3dba6336,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:17.699817Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628955,CHME,Limit,LMTO,56,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"JPM 2.75 8/22,DBR 1.75 07/22 (ICAP)",,,Strategy,3,,2020-10-28T07:31:17.699741Z,99IOFI-20b1487148db,Central Limit Order Book,
,false,,100091,100091,,DEAL,false,2020-10-28T12:52:31.452576Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZLPCS46MZX0,2020-10-28,102MOTG5BOBUY,FILL,Limit,LMTO,18.2,,,,,,PERC,BUYI,,MONE,GBP,15000000,0,0,15000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,11,,,VEZLPCS46MZX0,,
,false,,,,,DEAL,false,2020-10-28T13:55:38.432127Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3T4VFRC186,2020-10-28,102MP568BOBUY,FILL,Limit,LMTO,1.65,,,,,,PERC,BUYI,,MONE,EUR,120000000,0,0,120000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,3,,,VEZ3T4VFRC186,,
,false,,,,,DEAL,false,2020-10-28T13:28:40.510304Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVWSPN4Z727,2020-10-28,102MOYU6BOSELL,FILL,Limit,LMTO,8.251,,,,USD,,MONE,SELL,,MONE,USD,5000000,0,0,5000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,304,,,VEZVWSPN4Z727,,
,false,,,,,DEAL,false,2020-10-28T08:44:58.553478Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8TYLYK88D5,2020-10-28,102MNGYFBOSELL,FILL,Limit,LMTO,4.87543,,,,RON,,MONE,SELL,,MONE,RON,132000000,0,0,132000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,32,,,VEZ8TYLYK88D5,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:44:12.640205Z,IOCV,VFCR,,XOFF,EZ5BMRJM31W8,2020-10-28,2020102801000000000000007754674N_2,NEWO,Limit,LMTO,0.714,,,,,,BAPO,SELL,ACTI,MONE,AUD,288000000,288000000,288000000,0,,0,true,false,true,,,FWD.AUD.USD.1D,,JFTXFP,ForeignExchange:Forward,145,,2020-10-28T07:44:12.640205Z,VXOFF7-e6c812fb57a9,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:17.659934Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628965,CHME,Limit,LMTO,65,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"JPM 2.75 2/23,DBR 1.5 02/23 (ICAP)",,,Strategy,1,,2020-10-28T07:31:17.659860Z,99IOFI-2f1e97c15a6c,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T07:20:56.226854Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3LVGRVGHN4,2020-10-28,102MMSVEBOSELL,FILL,Limit,LMTO,0.6714,,,,NZD,,MONE,SELL,,MONE,NZD,263000000,0,0,263000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,64,,,VEZ3LVGRVGHN4,,
,false,,100022,100022,,DEAL,false,2020-10-28T11:52:28.397348Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSRR7N3LW83,2020-10-28,102MOKC6BOBUY,FILL,Limit,LMTO,0.4225,,,,,,PERC,BUYI,,MONE,EUR,25000000,0,0,25000000,,,,,true,,,,,SRGCSP,InterestRate:Inflation,123,,,VEZSRR7N3LW83,,
,false,,UT08H9,UT08H9,,DEAL,false,2020-10-28T12:17:53.898987Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1TWTSLFFG1,2020-10-28,102MONN8BOBUY,NEWO,Limit,LMTO,1.1727,,,,EUR,,MONE,BUYI,ACTI,MONE,EUR,500000000,500000000,500000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,289,,,VEZ1TWTSLFFG1,,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T13:31:54.947357Z,IOCV,VFCR,,XOFF,EZV2SRGB7688,2020-10-28,20201028045000000000000001727214_1,NEWO,Limit,LMTO,1.18045,,,,,,BAPO,BUYI,ACTI,MONE,EUR,23100000,23100000,23100000,0,,0,true,false,true,,,EUR/USD.9M.PUT,,JFTXFP,ForeignExchange:Forward,22,,2020-10-28T13:31:54.947357Z,VXOFFa-e0d99f72d7d7,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.981Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000051807,2020-10-28,KAS2mH67053801BOSELL,NEWO,Limit,LMTO,255.1,,,,EUR,,MONE,SELL,ACTI,UNIT,EUR,28808,28808,28808,0,,,,,true,,,TEPFPXXX_CASHCROSS_J3L1x3dL003c01,,ESXXXN,Equity:CashEquity,673,,,VFR0000051807,,
1VUV7VQFKUOQSJ21A208,false,127662,100190,100190,,DEAL,,2020-10-28T09:55:02.246196Z,IOCV,VFCR,,XOFF,FR0010466938,2020-10-28,2020102803020000000000001988978P_1,FILL,Limit,LMTO,115.1215,,,,,,PERC,BUYI,,MONE,EUR,30000000,0,0,30000000,,0,true,false,true,,,FRTR 4.25 10/23,,DBFXXN,FixedIncome:Bond:Sovereign,25,PASV,2020-10-28T09:55:02.246196Z,VXOFF1-1e45dc476d78,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T10:55:06.746717Z,IOCV,VFCR,,XOFF,IT0005383309,2020-10-28,2020102803020000000000001989006P_1,FILL,Limit,LMTO,106.2957,,,,,,PERC,BUYI,,MONE,EUR,20000000,0,0,20000000,,0,true,false,true,,,BTPS 1.35 01/04/30,,DBFUFB,FixedIncome:Bond:Sovereign,6,PASV,2020-10-28T10:55:06.746717Z,VXOFF3-bef6b67c4b7d,Central Limit Order Book,
